name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
seoul,2019-01-14,41.2,21.5,31.9,41.2,21.5,31.5,24.2,74,0,0,0,,0,0,12.8,3.9,357.5,1026,45.8,1.5,114.9,9.8,5,,2019-01-14T07:46:15,2019-01-14T17:35:39,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-01-15,36.7,18.7,30.3,35.7,10.1,24.3,17.7,60.7,0,0,0,,0,0,29.3,14.9,304.8,1023.8,51.6,3.6,108.9,9.5,5,,2019-01-15T07:45:58,2019-01-15T17:36:41,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-01-16,29.3,13.5,22,22.8,6,16.2,2.5,44.2,0,0,0,,0,0,21.5,7.6,291.7,1027.3,37.9,7.7,129.7,11.3,5,,2019-01-16T07:45:39,2019-01-16T17:37:43,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-01-17,39.4,22.7,30.7,33.4,20.4,27.2,13.1,53.9,0,0,0,,0,0,23.7,9.8,288.2,1024.1,31.8,7.2,133.2,11.5,5,,2019-01-17T07:45:18,2019-01-17T17:38:45,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2019-01-18,43.7,16,30.1,40.6,16,29.2,12.8,51.2,0,0,0,,0,0,16.8,7.3,269.2,1027.6,23.9,6.9,122.8,10.5,5,,2019-01-18T07:44:55,2019-01-18T17:39:48,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-01-19,46.6,26.6,36.2,45.6,22.5,35,24.9,64.6,0,0,0,,0,0,16.1,6.2,234.2,1023.2,73.7,4,97.6,8.3,4,,2019-01-19T07:44:31,2019-01-19T17:40:52,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-01-20,39.1,23.2,31.6,36.2,14.1,23.8,8.9,41.6,0,0,0,,0,0,31.1,16.2,312.3,1021.9,18.2,6.4,140.1,12.2,6,,2019-01-20T07:44:04,2019-01-20T17:41:56,0.46,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-01-21,41.1,16.5,28.9,35.1,8.2,24.6,15.4,57,0,0,0,,0,0,36.9,10.4,224.6,1022.3,40.3,7.4,92.2,8,3,,2019-01-21T07:43:35,2019-01-21T17:43:01,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-01-22,43.9,20.5,32.5,40.4,20.5,30.3,22.1,66.9,0,0,0,,0,0,23.7,10.2,240.1,1019.7,13.7,6.4,124.8,10.7,5,,2019-01-22T07:43:04,2019-01-22T17:44:06,0.53,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-01-23,44.7,22.7,34.2,39.7,22.7,30.9,15.7,54.3,0,0,0,,0,0,25.1,13,308.3,1019.9,6.8,5.2,140.3,12.1,6,,2019-01-23T07:42:31,2019-01-23T17:45:11,0.56,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-01-24,43,18.7,30.8,39,18.7,29,5.6,37.3,0,0,0,,0,0,16.3,8.1,284.5,1024.6,14.1,7.9,144.7,12.5,6,,2019-01-24T07:41:57,2019-01-24T17:46:17,0.6,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-01-25,36.6,20.4,29.1,30,17.7,23.7,3.8,36.9,0,0,0,,0,0,29.3,14.5,311.1,1024.1,25.5,7.7,146.6,12.7,6,,2019-01-25T07:41:20,2019-01-25T17:47:23,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-01-26,35,19.6,27,31.8,11.1,20.5,0.2,31.6,0,0,0,,0,0,21.5,11.3,323.1,1028.2,0,8,149.9,13.1,6,,2019-01-26T07:40:42,2019-01-26T17:48:29,0.67,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2019-01-27,40.4,13.7,29.3,36.4,11.5,26.2,14.4,54.9,0,0,0,,0,0,21.9,9.3,227.2,1027.8,34.9,7.9,136.5,11.7,6,,2019-01-27T07:40:02,2019-01-27T17:49:36,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2019-01-28,39.4,27.6,35.5,36.5,21.1,29.5,12.8,43.6,0.001,100,4.17,rain,0,0.1,32.9,14.9,299.3,1022.1,29.3,6.8,150.6,13.1,6,,2019-01-28T07:39:20,2019-01-28T17:50:42,0.75,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-01-29,43.9,16,29.5,42.2,16,27.6,7,41,0,0,0,,0,0.1,13.4,5.9,288.5,1027.8,24.5,7.7,152.7,13.2,6,,2019-01-29T07:38:37,2019-01-29T17:51:49,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-01-30,43.9,22.1,33.9,43.9,22.1,32.4,20.3,58.5,0,0,0,,0,0,17,8.6,314.4,1026.1,67.4,7,137.7,11.9,6,,2019-01-30T07:37:52,2019-01-30T17:52:56,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-01-31,35.8,22.4,30,31.5,13.5,22.8,2.8,33.3,0,0,0,,0,0,19,10.2,309,1021.3,77.1,7.2,81.4,7,4,,2019-01-31T07:37:05,2019-01-31T17:54:03,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2019-02-01,37.4,15,26.9,31.2,9.4,23.7,10,49.7,0.011,100,4.17,"rain,snow",0,0,26.8,8.5,254.8,1024.1,37.7,7.8,139.2,12,6,,2019-02-01T07:36:16,2019-02-01T17:55:09,0.87,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-02-02,43.6,22.1,33.7,40.5,13.7,29.8,21.5,61.5,0.011,100,4.17,rain,0,0,19.7,9,162.4,1022.5,60.1,6.3,102.7,9,4,,2019-02-02T07:35:26,2019-02-02T17:56:16,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-02-03,41.1,35.9,38.5,41.1,30.2,35,34.8,87.2,0.624,100,37.5,rain,0,0,23.3,9.7,251.5,1012.9,85.8,2.2,16,1.4,1,,2019-02-03T07:34:34,2019-02-03T17:57:23,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-02-04,36.8,27.4,31.8,31.5,21.8,27.3,11,44,0.265,100,4.17,"rain,snow",0,0,23.3,10.3,301.3,1025,35.1,6.3,161.1,14,6,,2019-02-04T07:33:40,2019-02-04T17:58:30,0.97,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-02-05,50.2,22.3,35.1,50.2,19,33.2,14.2,46.2,0,0,0,,0,0,19.9,7.3,186.1,1022.2,42.6,7.2,159.4,13.8,6,,2019-02-05T07:32:45,2019-02-05T17:59:36,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2019-02-06,49.3,27.7,39.6,49.3,26.3,38.2,25.5,58.2,0,0,0,,0,0,23,7.8,213.9,1016.5,70.9,6.2,150.2,12.9,6,,2019-02-06T07:31:49,2019-02-06T18:00:43,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-02-07,43,18.7,31,41.1,8.3,22.8,11.9,49.6,0.019,100,4.17,"rain,snow",0,0,30.4,16.2,309.1,1021.6,45,5.9,167.9,14.5,7,,2019-02-07T07:30:50,2019-02-07T18:01:49,0.08,"Snow, Rain, Partially cloudy",Clearing in the afternoon with morning rain or snow.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-02-08,28.7,14.1,21,22.1,4.8,14.1,-3.4,34,0,0,0,,0,0,19.9,10.4,333,1026.7,68.1,8.1,160.4,13.9,6,,2019-02-08T07:29:51,2019-02-08T18:02:56,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-02-09,27.8,17.9,23.2,21.7,8.2,14.7,-2.7,32.3,0,0,0,,0,0,26.4,10.9,314.9,1027.7,53.9,8,175.4,15,7,,2019-02-09T07:28:50,2019-02-09T18:04:02,0.14,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2019-02-10,28.7,15.2,22.9,24.9,9.9,19.3,-1.1,35.4,0,0,0,,0,0,15.2,5.5,317.8,1031.1,72.6,7.9,124.7,10.6,5,,2019-02-10T07:27:48,2019-02-10T18:05:07,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2019-02-11,34.1,18,26.8,28.7,14.5,21.8,3.6,37.7,0,0,0,,0,0,24.8,11.5,300.6,1031.5,11.5,7.7,175.8,15.1,7,,2019-02-11T07:26:44,2019-02-11T18:06:13,0.21,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-02-12,38.5,21.5,30.6,33.8,21.5,27.8,8.1,40.2,0,0,0,,0,0.1,17.4,9.6,317.7,1034.1,61.3,6.9,159.1,13.7,6,,2019-02-12T07:25:39,2019-02-12T18:07:18,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-02-13,35.5,19.7,28.3,29.4,16.3,23.1,0.7,31.6,0,0,0,,0,0,22.8,11.1,309.2,1033.1,23.2,7.8,179,15.4,7,,2019-02-13T07:24:33,2019-02-13T18:08:23,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-02-14,42.8,20.4,29.9,39.7,16.9,27.8,1.6,30.4,0,0,0,,0,0,13.2,7.1,306.3,1031.5,63.2,7.9,165.7,14.3,6,,2019-02-14T07:23:25,2019-02-14T18:09:28,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-02-15,35.2,27.7,31.4,33.8,22.6,29.6,22.1,70.4,0.071,100,25,"rain,snow",0,0.2,21.9,6.5,285.3,1024.1,89.3,5.1,111.8,9.6,6,,2019-02-15T07:22:16,2019-02-15T18:10:33,0.35,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-02-16,33.5,23.2,28.8,30.6,15.3,25.3,16,59.2,0.005,100,4.17,snow,0,0.2,23,7.2,294.7,1023.9,34.5,5.7,184,16,7,,2019-02-16T07:21:06,2019-02-16T18:11:37,0.38,"Snow, Partially cloudy",Clearing in the afternoon with early morning snow.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47099099999,47108099999,RKSS"
seoul,2019-02-17,38.5,18.3,29.1,35,18.3,27.5,11.3,49.6,0,0,0,,0,0,21.5,6.8,275.4,1026,0.4,7.1,190,16.4,7,,2019-02-17T07:19:55,2019-02-17T18:12:41,0.41,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-02-18,41.6,22.5,32.7,41.6,22.5,32,15.3,51.3,0,0,0,,0,0,13.2,4.5,283.6,1025.7,52.2,7.2,129.6,11.1,5,,2019-02-18T07:18:43,2019-02-18T18:13:45,0.45,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-02-19,38.4,32.5,35.1,38.4,30.6,34,29.2,80.2,0.307,100,33.33,"rain,snow",0.2,1.6,14.1,7.4,284.9,1019.3,87.2,4.3,79.8,6.8,4,,2019-02-19T07:17:30,2019-02-19T18:14:48,0.48,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-02-20,41.2,32.1,36.3,41.2,30.3,34.8,26.4,67.6,0.085,100,4.17,"rain,snow",0,1.2,21.5,6.2,274.1,1024.6,76.9,5,147.9,12.6,6,,2019-02-20T07:16:15,2019-02-20T18:15:51,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47099099999,47108099999,RKSS"
seoul,2019-02-21,46.6,27.8,35.9,44.9,27.8,35.3,23.3,62.3,0,0,0,,0,0.4,14.5,5.8,276.2,1026.7,0.3,4.7,191.8,16.6,7,,2019-02-21T07:15:00,2019-02-21T18:16:54,0.55,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-02-22,50.3,26.7,37.1,50.3,26.7,36.2,24.2,63.4,0,0,0,,0,0.1,15.9,7.6,307.3,1022.2,40.6,4.8,184,15.8,7,,2019-02-22T07:13:44,2019-02-22T18:17:56,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-02-23,56.3,28.3,41.7,56.3,28.3,41.7,21.5,51.2,0,0,0,,0,0,15.9,6.9,103,1023,38.7,5.7,178.3,15.4,7,,2019-02-23T07:12:26,2019-02-23T18:18:58,0.62,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-02-24,55.8,29.7,42,55.8,29.7,41.8,23.2,50.4,0,0,0,,0,0,21.3,5,287.4,1022.8,3.3,6,198.4,17.1,7,,2019-02-24T07:11:08,2019-02-24T18:20:00,0.65,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-02-25,48.9,34.7,40.9,46.7,33.3,39.5,27.3,62.3,0,0,0,,0,0,16.8,8.4,268.3,1021.4,51,4.5,180.3,15.6,7,,2019-02-25T07:09:49,2019-02-25T18:21:01,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-02-26,52.3,27.8,40.4,52.3,27.8,39.3,16.3,40.4,0,0,0,,0,0,15,5.8,268,1023.7,17.2,7.2,204.1,17.8,7,,2019-02-26T07:08:29,2019-02-26T18:22:02,0.75,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-02-27,55,38.9,46.2,55,38.9,46.2,22.2,39.5,0,0,0,,0,0,16.3,6.9,259.1,1021.4,83.1,6.7,173.4,14.9,7,,2019-02-27T07:07:08,2019-02-27T18:23:03,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-02-28,54.3,31.8,43.3,54.3,31.8,42.9,22.8,46,0,0,0,,0,0,18.6,6.9,280.5,1018.7,17.4,5.7,196.6,17,7,,2019-02-28T07:05:46,2019-02-28T18:24:03,0.78,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-03-01,55.4,27.5,42.4,55.4,24.3,41.2,23.5,50.6,0,0,0,,0,0,17.7,9.3,293.3,1021.7,5.9,3.7,209,18,7,,2019-03-01T07:04:24,2019-03-01T18:25:03,0.82,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-03-02,58.3,28.3,43.2,58.3,28.3,43,23.2,50,0,0,0,,0,0,10.1,6.7,308.2,1019.7,55.6,3.2,206.8,17.7,8,,2019-03-02T07:03:01,2019-03-02T18:26:03,0.85,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-03-03,60.1,31.1,46.5,60.1,31.1,46.5,23.2,44.8,0,0,0,,0,0,11,7.6,323,1013.6,61.7,3.7,184.5,15.9,7,,2019-03-03T07:01:37,2019-03-03T18:27:02,0.88,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47099099999,47108099999,RKSS"
seoul,2019-03-04,61,38.2,48.6,61,38.2,48.1,29.3,50.4,0,0,0,,0,0,16.8,8.8,274,1013.1,42.6,2.6,193,16.7,7,,2019-03-04T07:00:13,2019-03-04T18:28:02,0.92,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2019-03-05,55.3,39.2,46,55.3,36.3,44.7,35.6,68.5,0,0,0,,0,0,19.2,9,214.3,1020.2,70,1.3,187.6,16.2,7,,2019-03-05T06:58:48,2019-03-05T18:29:00,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47122099999,47108099999,RKSS"
seoul,2019-03-06,53.1,38.6,46.4,53.1,38.6,45.9,34,62.5,0,0,0,,0,0,23.3,5.9,265.8,1016.3,49.6,3.5,184.1,15.9,7,,2019-03-06T06:57:22,2019-03-06T18:29:59,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-03-07,54.6,37.5,45.5,54.6,36.9,44.7,29.9,56.7,0,0,0,,0,0,23,9.3,281.4,1018.7,19,6.1,197.9,17,7,,2019-03-07T06:55:56,2019-03-07T18:30:57,0,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-03-08,54.8,30.7,42.9,54.8,30.7,42.6,19.7,41.7,0,0,0,,0,0,21.9,7,262.6,1024.5,0.3,7.2,226.7,19.6,8,,2019-03-08T06:54:29,2019-03-08T18:31:55,0.05,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-03-09,56.7,28.8,43.3,56.7,28.8,43.2,17.5,41,0,0,0,,0,0,15.7,4.9,272.8,1022.1,51.7,7.3,187.2,16.2,6,,2019-03-09T06:53:02,2019-03-09T18:32:53,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-03-10,59.2,43,50.3,59.2,40.4,50.2,18.3,30.1,0,0,0,,0,0,16.1,6.1,15.1,1014,69.1,7.1,116.2,10.1,4,,2019-03-10T06:51:34,2019-03-10T18:33:50,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-03-11,49.5,35,43.4,49.3,35,42.8,31.8,64.2,0.001,100,4.17,rain,0,0,21.5,6.2,260.8,1009.1,36,5.6,172.1,14.9,7,,2019-03-11T06:50:06,2019-03-11T18:34:48,0.15,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"47111099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-03-12,46.2,34.4,40.8,46.2,29,39.4,25.7,59.8,0.008,100,8.33,"rain,snow",0,0,29.8,8.2,265.2,1010.6,55.5,5.2,149.3,13,6,,2019-03-12T06:48:38,2019-03-12T18:35:44,0.19,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"47111099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-03-13,46.6,32.5,39,43.3,29.1,36.4,14,37.1,0,0,0,,0,0,37.4,21.2,278.2,1019.2,16.6,7.6,236.3,20.7,8,,2019-03-13T06:47:09,2019-03-13T18:36:41,0.22,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47099099999,47108099999,RKSS"
seoul,2019-03-14,49.2,22.9,39.3,48.5,22.9,37.6,18.8,46.4,0,0,0,,0,0,23.7,7.5,233.2,1023,43.3,7.6,206.3,18,8,,2019-03-14T06:45:40,2019-03-14T18:37:38,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47099099999,47108099999,RKSS"
seoul,2019-03-15,51.6,35.1,42.6,51.6,32.1,41.9,32.8,72.2,0.318,100,25,"rain,snow",0,0,21.7,4.6,148.9,1017.5,84.3,4.7,173.3,14.9,6,,2019-03-15T06:44:11,2019-03-15T18:38:34,0.29,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"47111099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-03-16,46.7,32.7,40.5,44.7,32.7,38.8,30.2,69.2,0.092,100,4.17,rain,0,0,24.6,12.1,257.7,1020.3,67.1,5.6,208.9,17.9,8,,2019-03-16T06:42:41,2019-03-16T18:39:30,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47099099999,47108099999,RKSS"
seoul,2019-03-17,52.8,34.6,43.2,52.8,34.6,42.7,28.6,60.2,0,0,0,,0,0,21.9,8.4,280,1022.7,39.1,6.6,238.9,20.7,8,,2019-03-17T06:41:11,2019-03-17T18:40:26,0.36,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"47111099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-03-18,57.1,31.7,43.9,57.1,31.7,43.9,24.1,49.7,0,0,0,,0,0,18.3,5.4,264.4,1020.4,38.9,7.2,198,17.2,7,,2019-03-18T06:39:41,2019-03-18T18:41:22,0.4,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-03-19,61.6,35.3,48.4,61.6,35.3,48.4,32.1,55.7,0,0,0,,0,0,19.2,5.1,260.9,1016.6,10.4,6.5,236.4,20.5,8,,2019-03-19T06:38:10,2019-03-19T18:42:17,0.43,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-03-20,59.6,41.8,49.9,59.6,41.8,49.8,43.5,80.3,0.734,100,33.33,rain,0,0,32.7,4,77.1,1011.5,65.2,2.8,85.5,7.5,4,,2019-03-20T06:36:40,2019-03-20T18:43:13,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-03-21,53.6,38.2,46.9,53.6,34.3,46.1,40.3,78.7,0.619,100,33.33,rain,0,0,35.8,9.2,277.2,1007,74.4,4.9,183.6,15.8,6,,2019-03-21T06:35:09,2019-03-21T18:44:08,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-03-22,46.6,31.9,38.9,46.6,27.5,35.4,17.7,43.9,0,0,0,,0,0,28.6,8.4,300.1,1019.4,6.8,7.4,255.8,22,9,,2019-03-22T06:33:38,2019-03-22T18:45:03,0.53,Clear,Clear conditions throughout the day.,clear-day,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47099099999,47108099999,RKSS"
seoul,2019-03-23,46.9,30.5,39,46.9,30.5,37.1,20.9,49.9,0.114,100,16.67,rain,0,0,38.7,14.2,294.6,1020.8,35.3,7.5,203.2,17.6,6,,2019-03-23T06:32:08,2019-03-23T18:45:58,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
seoul,2019-03-24,48.2,28.5,39.7,46.1,28.5,38.5,20.9,48.2,0.045,100,4.17,rain,0,0,28.9,8.8,256.6,1021.4,4,7.6,258.7,22.2,9,,2019-03-24T06:30:37,2019-03-24T18:46:53,0.6,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"47111099999,47098099999,47112099999,47119099999,47127043216,47110599999,47122099999,47108099999,RKSS"
